property_ID,locality_name,postal_code,price,type_of_property,subtype_of_property,type_of_sale,nr_or_rooms,living_area,equiped_kitchen,furnished,open_fire,terrace,garden,nr_of_facades,swimming_pool,state_of_building
1838035,De Panne,8660.0,52934.0,house,appartement,Vaste prijs,1.0,50.0,1.0,1.0,,,,4.0,1.0,
1838036,De Panne,8660.0,51000.0,house,appartement,Vaste prijs,1.0,50.0,1.0,1.0,,,,4.0,1.0,
1838641,De Panne,8660.0,73000.0,house,appartement,Vaste prijs,1.0,,,,,,,,,Uitstekende staat
1838642,De Panne,8660.0,69000.0,house,appartement,Vaste prijs,1.0,,,,,,,,,Goed
1839112,De Panne,8660.0,57000.0,house,appartement,Vaste prijs,1.0,,1.0,,,,,4.0,1.0,Uitstekende staat
1839193,De Panne,8660.0,93218.0,house,appartement,Vaste prijs,1.0,,1.0,,,,,,,Uitstekende staat
1840625,De Panne,8660.0,285000.0,house,appartement,Vaste prijs,3.0,,1.0,1.0,1.0,,,4.0,,Goed
1840646,De Panne,8660.0,285000.0,house,huis,Vaste prijs,3.0,,1.0,1.0,1.0,,,4.0,,Goed
1840818,De Panne,8660.0,73000.0,house,huis,Vaste prijs,1.0,,,,,,,,,Goed
1882546,Bredene,8450.0,148000.0,house,huis,Vaste prijs,2.0,55.0,1.0,0.0,,10.0,110.0,4.0,0.0,Uitstekende staat
2070520,Brasschaat,2930.0,,house,huis,Vaste prijs,4.0,650.0,,0.0,,,,4.0,0.0,Goed
2083530,Halle,1500.0,725000.0,house,huis,Vaste prijs,7.0,,,0.0,,,,,1.0,
2573581,Geel,2440.0,,house,appartement,Vaste prijs,,,,1.0,,,,,,
2573644,Geel,2440.0,,house,appartement,Vaste prijs,2.0,111.0,,,,,,,,
2784938,Bredene,8450.0,108000.0,house,huis,Vaste prijs,2.0,51.0,1.0,0.0,,,120.0,4.0,,Uitstekende staat
3303247,Brasschaat,2930.0,,house,huis,Vaste prijs,5.0,620.0,,0.0,,,,4.0,0.0,
3622649,Ingelmunster,8770.0,,house,huis,Vaste prijs,4.0,306.0,,1.0,,,,,,Goed
3779703,Erembodegem,9320.0,,house,huis,Vaste prijs,5.0,290.0,1.0,,,,,4.0,,Uitstekende staat
3829592,Bruxelles ville,1000.0,,house,appartement,Vaste prijs,3.0,150.0,0.0,0.0,,,70.0,,,Net gerenoveerd
3841346,Knokke,8300.0,,house,appartement,Vaste prijs,3.0,100.0,,0.0,,,,2.0,0.0,Goed
3841347,Knokke,8300.0,,house,appartement,Vaste prijs,3.0,135.0,,0.0,,,,2.0,0.0,Goed
3903180,Brasschaat,2930.0,,house,huis,Vaste prijs,4.0,480.0,,0.0,,,,4.0,,Goed
3947116,Brasschaat,2930.0,,house,huis,Vaste prijs,5.0,430.0,1.0,0.0,1.0,,2622.0,4.0,,Goed
3956676,Ingelmunster,8770.0,,house,huis,Vaste prijs,3.0,165.0,,,,,,,,
4079236,De Haan,8420.0,,house,appartement,Vaste prijs,2.0,82.0,,0.0,,,,,,Goed
4089845,Ingelmunster,8770.0,,house,huis,Vaste prijs,2.0,160.0,,,,,,,,Op te frissen
4132492,BORGERHOUT,2140.0,210000.0,house,appartement,Vaste prijs,1.0,,0.0,,,,,1.0,,Op te frissen
4183567,Oostende,8400.0,,house,appartement,Vaste prijs,3.0,,,0.0,,,,2.0,0.0,Goed
4329019,Brasschaat,2930.0,,house,huis,Vaste prijs,4.0,550.0,,0.0,,,,,,Goed
4503569,Erembodegem,9320.0,,house,huis,Vaste prijs,4.0,200.0,1.0,,1.0,,,4.0,,Uitstekende staat
4611027,Waterloo,1410.0,895000.0,house,appartement,Vaste prijs,3.0,,1.0,,,,,2.0,,Uitstekende staat
4614118,Brugge,8000.0,,house,huis,Vaste prijs,4.0,258.0,,,,,,4.0,,Uitstekende staat
4614119,Brugge,8000.0,,house,huis,Vaste prijs,5.0,210.0,,,,,,4.0,,Uitstekende staat
4679861,Oostende,8400.0,330000.0,house,huis,Vaste prijs,1.0,,1.0,0.0,,,,,0.0,Goed
4679862,Oostende,8400.0,,house,appartement,Vaste prijs,,45.0,,0.0,,,,2.0,0.0,Goed
4711417,Brasschaat,2930.0,,house,huis,Vaste prijs,6.0,717.0,,0.0,,,,,,Goed
4718207,Brasschaat,2930.0,,house,huis,Vaste prijs,8.0,750.0,,0.0,,,,4.0,,Te renoveren
4725060,Koksijde,8670.0,,house,huis,Vaste prijs,2.0,80.0,1.0,0.0,,,155.0,3.0,,Uitstekende staat
4725061,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,,,,Uitstekende staat
4725062,Koksijde,8670.0,,house,huis,Vaste prijs,2.0,80.0,1.0,0.0,,,,,,Uitstekende staat
4725063,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,,,,Uitstekende staat
4725064,Koksijde,8670.0,,house,huis,Vaste prijs,2.0,80.0,1.0,0.0,,,,3.0,,Uitstekende staat
4725065,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,,,,Uitstekende staat
4725066,Koksijde,8670.0,,house,huis,Vaste prijs,2.0,80.0,1.0,0.0,,,,,,Uitstekende staat
4725067,Koksijde,8670.0,,house,huis,Vaste prijs,2.0,80.0,1.0,0.0,,,,,,Uitstekende staat
4725068,Koksijde,8670.0,,house,huis,Vaste prijs,2.0,80.0,1.0,0.0,,,99.0,3.0,,Uitstekende staat
4725069,Koksijde,8670.0,,house,huis,Vaste prijs,2.0,80.0,1.0,0.0,,,94.0,,,Uitstekende staat
4725070,Koksijde,8670.0,,house,huis,Vaste prijs,2.0,80.0,1.0,0.0,,,98.0,,,Uitstekende staat
4725071,Koksijde,8670.0,,house,huis,Vaste prijs,2.0,80.0,1.0,0.0,,,100.0,,,Uitstekende staat
4725072,Koksijde,8670.0,,house,huis,Vaste prijs,2.0,80.0,1.0,0.0,,,97.0,,,Uitstekende staat
4725073,Koksijde,8670.0,,house,huis,Vaste prijs,2.0,80.0,1.0,0.0,,,97.0,,,Uitstekende staat
4725074,Koksijde,8670.0,,house,huis,Vaste prijs,2.0,80.0,1.0,0.0,,,97.0,,,Uitstekende staat
4725075,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,117.0,,,Uitstekende staat
4725076,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,116.0,,,Uitstekende staat
4725077,Koksijde,8670.0,,house,huis,Vaste prijs,2.0,80.0,1.0,0.0,,,111.0,,,Uitstekende staat
4725078,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,112.0,3.0,,Uitstekende staat
4725079,Koksijde,8670.0,,house,huis,Vaste prijs,2.0,80.0,1.0,0.0,,,110.0,3.0,,Uitstekende staat
4725080,Koksijde,8670.0,,house,huis,Vaste prijs,2.0,80.0,1.0,0.0,,,109.0,,,Uitstekende staat
4725081,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,106.0,,,Uitstekende staat
4725082,Koksijde,8670.0,,house,huis,Vaste prijs,2.0,80.0,1.0,0.0,,,87.0,4.0,,Uitstekende staat
4725083,Koksijde,8670.0,,house,huis,Vaste prijs,2.0,80.0,1.0,0.0,,,95.0,,,Uitstekende staat
4725084,Koksijde,8670.0,,house,huis,Vaste prijs,3.0,80.0,1.0,0.0,,,,3.0,,Uitstekende staat
4752209,Heist,8300.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,Uitstekende staat
4849669,De Haan,8420.0,,house,huis,Vaste prijs,2.0,70.0,,,,,,,,Goed
4936836,Brugge,8000.0,,house,huis,Vaste prijs,3.0,192.0,,0.0,,,,,0.0,
4987867,Ingelmunster,8770.0,,house,huis,Vaste prijs,3.0,,,,,,,,,Te renoveren
5007954,Brasschaat,2930.0,,house,appartement,Vaste prijs,3.0,201.0,,0.0,,,,2.0,,Goed
5009346,Brasschaat,2930.0,,house,huis,Vaste prijs,6.0,429.0,1.0,0.0,,,,4.0,,Goed
5075537,Hasselt,3500.0,175000.0,house,appartement,Vaste prijs,1.0,50.0,1.0,0.0,,,,,0.0,Goed
5084066,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
5084074,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,,1.0,0.0,,,75.0,,,Goed
5092478,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,
5101640,Brugge,8000.0,,house,appartement,Vaste prijs,2.0,123.0,,,,14.0,,,,
5104542,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,180.0,,0.0,,,2300.0,,,
5170127,Halle,1500.0,,house,appartement,Vaste prijs,3.0,140.0,,0.0,,,,,,Goed
5170128,Halle,1500.0,,house,appartement,Vaste prijs,2.0,,,0.0,,,,,,Goed
5176270,Assebroek,8310.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,Te renoveren
5189388,Waremme,4300.0,,house,appartement,Vaste prijs,3.0,145.0,0.0,,,15.0,,4.0,,
5223326,Ertvelde,9940.0,,house,huis,Vaste prijs,4.0,185.0,,0.0,,,,,,Goed
5253450,Opwijk,1745.0,,house,huis,Vaste prijs,4.0,178.0,1.0,,,,,3.0,,Op te frissen
5256722,Chênée,4032.0,,house,huis,Vaste prijs,2.0,,,,,,,2.0,,
5257824,Assebroek,8310.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,
5263625,Opwijk,1745.0,,house,huis,Vaste prijs,3.0,165.0,,,,,,4.0,,Te renoveren
5306031,Brasschaat,2930.0,,house,huis,Vaste prijs,,900.0,,0.0,,,,4.0,,Uitstekende staat
5307736,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,Goed
5307737,Halle,1500.0,,house,huis,Vaste prijs,3.0,140.0,,0.0,,,,,,Goed
5345822,Liège,4020.0,95000.0,house,huis,Vaste prijs,2.0,,1.0,1.0,,,,4.0,,Uitstekende staat
5401054,Chênée,4032.0,,house,huis,Vaste prijs,4.0,,,,,,,3.0,,
5425480,Heist,8300.0,,house,appartement,Vaste prijs,2.0,86.0,,0.0,,,,2.0,,
5427425,Brugge,8000.0,,house,huis,Vaste prijs,4.0,234.0,,0.0,,,,,,
5436660,Brugge,8000.0,,house,appartement,Vaste prijs,3.0,125.0,,,,,,,,Goed
5436865,Chênée,4032.0,,house,huis,Vaste prijs,3.0,,,,,,,2.0,,
5440684,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,
5446810,Opwijk,1745.0,,house,huis,Vaste prijs,3.0,190.0,0.0,0.0,,,,4.0,,Te renoveren
5462171,Beringen,3580.0,,house,appartement,Vaste prijs,2.0,118.0,,0.0,,,1300.0,2.0,0.0,Uitstekende staat
5462172,Beringen,3580.0,,house,appartement,Vaste prijs,2.0,109.0,,0.0,,,1300.0,2.0,0.0,Uitstekende staat
5462173,Beringen,3580.0,,house,appartement,Vaste prijs,2.0,99.0,,0.0,,,1300.0,2.0,0.0,Uitstekende staat
5462174,Beringen,3580.0,,house,appartement,Vaste prijs,2.0,110.0,,0.0,,,1300.0,2.0,0.0,Uitstekende staat
5462177,Beringen,3580.0,,house,appartement,Vaste prijs,2.0,149.0,,0.0,,,1300.0,2.0,0.0,Uitstekende staat
5466522,Opwijk,1745.0,,house,appartement,Vaste prijs,3.0,101.0,,,,12.0,,,,Goed
5547253,Chênée,4032.0,,house,huis,Vaste prijs,3.0,,,,,,,2.0,,Goed
5585930,Beringen,3580.0,,house,appartement,Vaste prijs,2.0,147.0,,0.0,,,1300.0,2.0,0.0,Uitstekende staat
5599794,ARDENNE,6980.0,,house,huis,Vaste prijs,2.0,50.0,,1.0,,,,4.0,,Uitstekende staat
5643534,Knokke,8300.0,,house,appartement,Vaste prijs,2.0,89.0,,0.0,,,,2.0,,Goed
5643535,Knokke,8300.0,,house,appartement,Vaste prijs,2.0,89.0,,0.0,,,,2.0,,Goed
5643537,Knokke,8300.0,,house,appartement,Vaste prijs,2.0,89.0,,0.0,,,,2.0,,Goed
5643542,Knokke,8300.0,,house,appartement,Vaste prijs,2.0,92.0,,0.0,,,,2.0,,Goed
5643545,Knokke,8300.0,,house,appartement,Vaste prijs,2.0,92.0,,0.0,,,,2.0,,Goed
5643546,Knokke,8300.0,,house,appartement,Vaste prijs,3.0,119.0,,0.0,,,,2.0,,Goed
5643547,Knokke,8300.0,,house,appartement,Vaste prijs,3.0,116.0,,0.0,,,,2.0,,Goed
5643548,Knokke,8300.0,,house,appartement,Vaste prijs,3.0,116.0,,0.0,,,,2.0,,Goed
5643549,Knokke,8300.0,,house,appartement,Vaste prijs,3.0,120.0,,0.0,,,,2.0,,Goed
5650273,Stokkem,3650.0,535000.0,house,huis,Vaste prijs,6.0,,1.0,,,,,3.0,,
5659113,Koksijde,8670.0,,house,appartement,Vaste prijs,1.0,35.0,1.0,1.0,,,,2.0,0.0,Goed
5673379,Assebroek,8310.0,,house,appartement,Vaste prijs,2.0,,,0.0,,,,2.0,,Goed
5681601,Chênée,4032.0,,house,huis,Vaste prijs,4.0,,,,,,,3.0,,
5686349,Chênée,4032.0,,house,huis,Vaste prijs,3.0,,,,,,,2.0,,
5704022,Waremme,4300.0,,house,huis,Vaste prijs,4.0,192.0,1.0,,,75.0,,4.0,,Uitstekende staat
5710374,Chênée,4032.0,,house,huis,Vaste prijs,3.0,,,,,,,4.0,,
5737045,Chênée,4032.0,,house,huis,Vaste prijs,3.0,,,,,,,2.0,,
5741415,Chênée,4032.0,,house,huis,Vaste prijs,3.0,,,,,,,2.0,,
5756259,Halle,1500.0,,house,huis,Vaste prijs,5.0,,,0.0,,,,,,
5791973,Halle,1500.0,,house,appartement,Vaste prijs,2.0,92.0,,0.0,,,,,,
5792025,Beringen,3580.0,,house,appartement,Vaste prijs,3.0,159.0,,0.0,,,1300.0,2.0,0.0,Uitstekende staat
5794163,Halle,1500.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,
5801369,Waremme,4300.0,,house,huis,Vaste prijs,5.0,800.0,1.0,,1.0,200.0,,4.0,,Uitstekende staat
5812464,Brugge,8000.0,,house,huis,Vaste prijs,4.0,200.0,,,,,,,,Goed
5814604,Brugge,8000.0,,house,huis,Vaste prijs,3.0,75.0,,0.0,,,,,,Goed
5844815,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,
5844816,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,
5854621,Halle,1500.0,,house,huis,Vaste prijs,2.0,230.0,,0.0,,,180.0,,,
5857995,Chênée,4032.0,,house,huis,Vaste prijs,3.0,,,,,,,3.0,,
5858553,Halle,1500.0,,house,huis,Vaste prijs,3.0,,1.0,0.0,,,,,,
5865148,Waremme,4300.0,,house,huis,Vaste prijs,4.0,300.0,1.0,,,,,4.0,,Goed
5874154,Opwijk,1745.0,,house,huis,Vaste prijs,3.0,183.0,,,,,,3.0,,Goed
5875522,Halle,1500.0,,house,huis,Vaste prijs,5.0,,,0.0,,,,,,
5875526,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,0.0,Goed
5881039,Brugge,8000.0,,house,huis,Vaste prijs,2.0,,,,,,,,,Net gerenoveerd
5882802,Halle,1500.0,,house,huis,Vaste prijs,3.0,163.0,,0.0,,,,,,Te renoveren
5897083,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
5898830,Halle,1500.0,,house,huis,Vaste prijs,2.0,230.0,,0.0,,,180.0,,,
5898834,Brasschaat,2930.0,,house,appartement,Vaste prijs,3.0,155.0,,0.0,,,500.0,,,Goed
5909223,Chênée,4032.0,,house,huis,Vaste prijs,3.0,,,,,,,2.0,,
5911045,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,Op te frissen
5913723,Halle,1500.0,,house,huis,Vaste prijs,5.0,,,0.0,,,,,,
5917305,Heist,8300.0,,house,huis,Vaste prijs,4.0,230.0,0.0,0.0,,,,,,Goed
5919748,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,4.0,,
5925811,Heist,8300.0,,house,appartement,Vaste prijs,2.0,,,,,,,,,Uitstekende staat
5940616,Halle,1500.0,,house,huis,Vaste prijs,3.0,118.0,,0.0,,,,,,
5957584,Brasschaat,2930.0,,house,huis,Vaste prijs,5.0,560.0,,0.0,,,1479.0,4.0,,Goed
5957585,Brasschaat,2930.0,,house,huis,Vaste prijs,2.0,300.0,,0.0,,,2052.0,4.0,,
5971908,Halle,1500.0,,house,appartement,Vaste prijs,2.0,,,0.0,,,,2.0,,Te renoveren
5978889,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,
5978890,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,
5979543,Chênée,4032.0,,house,huis,Vaste prijs,3.0,,,,,,,2.0,,
5987336,Halle,1500.0,,house,huis,Vaste prijs,5.0,,,0.0,,,,,,Op te frissen
5988459,Oostende,8400.0,,house,appartement,Vaste prijs,3.0,134.0,1.0,0.0,,,,2.0,0.0,Goed
5994741,Halle,1500.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,Goed
6000181,Brasschaat,2930.0,,house,huis,Vaste prijs,4.0,401.0,1.0,0.0,,,,4.0,1.0,Goed
6012803,Assebroek,8310.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,Goed
6016787,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,Op te frissen
6024041,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6026702,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,
6035050,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,
6040820,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6051871,Halle,1500.0,,house,appartement,Vaste prijs,2.0,92.0,,0.0,,,,,,
6052298,Chênée,4032.0,,house,huis,Vaste prijs,4.0,,,,,,,4.0,,
6054995,Oostende,8400.0,,house,appartement,Vaste prijs,1.0,,,0.0,,,,2.0,0.0,Goed
6095787,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,0.0,
6107357,Brugge,8000.0,,house,huis,Vaste prijs,4.0,165.0,,,,,,,,Goed
6118426,Halle,1500.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,
6128184,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,399.0,,,
6136843,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,1010.0,,,
6136844,Assebroek,8310.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,2.0,0.0,Goed
6144293,Brugge,8000.0,,house,huis,Vaste prijs,3.0,176.0,,,,,,,,Goed
6155571,Halle,1500.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,
6155572,Halle,1500.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,Op te frissen
6155580,Brasschaat,2930.0,,house,huis,Vaste prijs,3.0,300.0,,0.0,,,1870.0,,,
6156996,Halle,1500.0,,house,huis,Vaste prijs,4.0,195.0,1.0,0.0,,,,,,
6156997,Halle,1500.0,,house,huis,Vaste prijs,3.0,108.0,,0.0,,,,,,
6163486,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,
6163487,Halle,1500.0,,house,huis,Vaste prijs,5.0,195.0,1.0,0.0,,,,,,
6170229,Oostende,8400.0,,house,appartement,Vaste prijs,1.0,61.0,1.0,0.0,,,,2.0,0.0,Uitstekende staat
6170431,Brugge,8000.0,,house,huis,Vaste prijs,3.0,228.0,,,,,,,,Goed
6173100,Evergem,9940.0,,house,huis,Vaste prijs,1.0,,,0.0,,,,,,
6198361,Halle,1500.0,,house,huis,Vaste prijs,4.0,189.0,1.0,0.0,,,,,,
6198773,De Haan,8420.0,,house,appartement,Vaste prijs,1.0,30.0,,,,,,,,Goed
6202294,Chênée,4032.0,,house,huis,Vaste prijs,3.0,,,,,,,3.0,,
6202295,Chênée,4032.0,,house,huis,Vaste prijs,4.0,,,,,,,3.0,,
6211795,SAMBRE,6031.0,239000.0,house,huis,Vaste prijs,3.0,100.0,1.0,,,,,4.0,1.0,Goed
6217427,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,220.0,,0.0,,,,,,Goed
6217627,Brugge,8000.0,,house,appartement,Vaste prijs,2.0,74.0,,,,,,,,Goed
6218972,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,Goed
6230633,Halle,1500.0,,house,huis,Vaste prijs,4.0,270.0,1.0,0.0,,,,,,
6230634,Halle,1500.0,,house,huis,Vaste prijs,4.0,270.0,1.0,0.0,,,,,,
6231154,Waremme,4300.0,,house,huis,Vaste prijs,6.0,380.0,0.0,,1.0,25.0,,4.0,1.0,Op te frissen
6238010,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6241442,Halle,1500.0,,house,huis,Vaste prijs,4.0,,1.0,0.0,,,,2.0,,
6242126,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6242127,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,60.0,,,Goed
6261248,Halle,1500.0,,house,huis,Vaste prijs,4.0,120.0,,0.0,,,,,0.0,
6261249,Halle,1500.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,
6261250,Assebroek,8310.0,,house,huis,Vaste prijs,,,,,,,,,,
6262337,Brugge,8000.0,,house,huis,Vaste prijs,4.0,173.0,,,,,,,,Goed
6263273,Halle,1500.0,,house,appartement,Vaste prijs,3.0,115.0,,0.0,,,,,,Goed
6271535,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,Op te frissen
6279810,Halle,1500.0,,house,huis,Vaste prijs,3.0,175.0,,0.0,,,,,,Goed
6291638,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6291640,Assebroek,8310.0,,house,huis,Vaste prijs,5.0,200.0,,0.0,,,,,,
6293409,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,2.0,,Op te frissen
6293469,Beringen,3580.0,,house,appartement,Vaste prijs,2.0,94.0,,0.0,,,,2.0,,Goed
6293470,Beringen,3580.0,,house,appartement,Vaste prijs,2.0,94.0,,0.0,,,,2.0,,Goed
6298020,Halle,1500.0,,house,huis,Vaste prijs,7.0,392.0,,0.0,,,,,,
6302246,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,4.0,,Op te frissen
6311320,Halle,1500.0,,house,appartement,Vaste prijs,1.0,68.0,,0.0,,,,,,
6311321,Halle,1500.0,,house,appartement,Vaste prijs,2.0,110.0,,0.0,,,,2.0,,
6314416,Roeselaere,8800.0,,house,huis,Vaste prijs,4.0,,,,,,,,,
6314819,Chênée,4032.0,,house,huis,Vaste prijs,2.0,,,,,,,3.0,,
6322273,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,Goed
6323558,Halle,1500.0,,house,huis,Vaste prijs,3.0,200.0,,0.0,,,,,,
6331351,Waremme,4300.0,,house,huis,Vaste prijs,4.0,218.0,0.0,,1.0,17.0,,4.0,,Op te frissen
6337931,Brugge,8000.0,,house,huis,Vaste prijs,4.0,200.0,,0.0,,,,,,Uitstekende staat
6339080,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6339821,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6341133,Halle,1500.0,,house,appartement,Vaste prijs,1.0,42.0,,0.0,,,,,,
6341134,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,0.0,
6344524,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,2.0,,
6346328,Halle,1500.0,,house,huis,Vaste prijs,2.0,120.0,1.0,0.0,,,,,,
6346329,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,
6348076,Halle,1500.0,,house,huis,Vaste prijs,3.0,155.0,,0.0,,,,,,
6348798,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,150.0,,0.0,,,,,,Goed
6351773,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,3.0,,
6353941,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,
6362266,Halle,1500.0,,house,appartement,Vaste prijs,2.0,113.0,1.0,0.0,,,,2.0,,
6363160,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6369682,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,139.0,,0.0,,,,,,Goed
6375776,Halle,1500.0,,house,huis,Vaste prijs,3.0,164.0,,0.0,,,,,,
6375777,Halle,1500.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6376320,Chênée,4032.0,,house,huis,Vaste prijs,5.0,,,,,,,4.0,,
6377464,Chênée,4032.0,,house,huis,Vaste prijs,3.0,186.0,,,,,,3.0,,Goed
6377465,Chênée,4032.0,,house,huis,Vaste prijs,3.0,205.0,,,,,,3.0,,Goed
6377466,Chênée,4032.0,,house,huis,Vaste prijs,3.0,190.0,,,,,,3.0,,Goed
6377467,Chênée,4032.0,,house,huis,Vaste prijs,3.0,192.0,,,,,,3.0,,Goed
6377468,Chênée,4032.0,,house,huis,Vaste prijs,3.0,220.0,,,,,,3.0,,Goed
6377469,Chênée,4032.0,,house,huis,Vaste prijs,3.0,199.0,,,,,,3.0,,Goed
6377485,Chênée,4032.0,,house,huis,Vaste prijs,3.0,170.0,,,,,,3.0,,Goed
6377486,Chênée,4032.0,,house,huis,Vaste prijs,3.0,170.0,,,,,,3.0,,Goed
6377487,Chênée,4032.0,,house,huis,Vaste prijs,3.0,170.0,,,,,,3.0,,Goed
6377488,Chênée,4032.0,,house,huis,Vaste prijs,3.0,170.0,,,,,,3.0,,Goed
6380038,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,215.0,,0.0,,,,4.0,,
6380039,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,Goed
6380799,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,Te renoveren
6380800,Assebroek,8310.0,,house,huis,Vaste prijs,,,,,,,,2.0,,Op te frissen
6383417,Oostende,8400.0,,house,appartement,Vaste prijs,1.0,,1.0,0.0,,,,2.0,1.0,Goed
6405386,Haccourt,4684.0,,house,appartement,Vaste prijs,3.0,134.0,,,,,,2.0,,Uitstekende staat
6417054,Brugge,8000.0,,house,appartement,Vaste prijs,2.0,104.0,,0.0,,,,,,Goed
6417307,Haccourt,4684.0,,house,huis,Vaste prijs,3.0,,,,,,,4.0,,Goed
6417309,Haccourt,4684.0,,house,huis,Vaste prijs,4.0,,,,,,,4.0,,Uitstekende staat
6417808,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,
6417811,Assebroek,8310.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,,,
6423415,Halle,1500.0,,house,huis,Vaste prijs,4.0,,,0.0,,,90.0,2.0,,
6425234,Brugge,8000.0,,house,huis,Vaste prijs,4.0,163.0,,,,,,,,Goed
6425250,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,2.0,150.0,,0.0,,,,,,Uitstekende staat
6426902,Halle,1500.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,
6430034,Assebroek,8310.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,,Goed
6434824,Assebroek,8310.0,,house,huis,Vaste prijs,4.0,170.0,,0.0,,,,4.0,0.0,Op te frissen
6436700,SAMBRE,6031.0,79500.0,house,appartement,Vaste prijs,2.0,,,,,,,,1.0,Uitstekende staat
