property_ID,locality_name,postal_code,price,type_of_property,subtype_of_property,type_of_sale,nr_or_rooms,living_area,equiped_kitchen,furnished,open_fire,terrace,garden,nr_of_facades,swimming_pool,state_of_building
9762656,Uccle,1180.0,,house,appartement,Vaste prijs,2.0,131.0,0.0,0.0,,,,2.0,,Net gerenoveerd
9762691,Alsemberg,1652.0,,house,appartement,Vaste prijs,2.0,88.0,,0.0,,,,2.0,0.0,
9762832,Wijnegem,2110.0,,house,huis,Vaste prijs,3.0,283.0,0.0,0.0,,43.0,5000.0,,1.0,Goed
9762853,Izegem,8870.0,,house,huis,Vaste prijs,3.0,133.0,,,,,,,,Goed
9762854,Izegem,8870.0,,house,huis,Vaste prijs,3.0,130.0,,,,,,,,Goed
9762855,Izegem,8870.0,,house,huis,Vaste prijs,3.0,130.0,,,,,,,,Goed
9762856,Izegem,8870.0,,house,huis,Vaste prijs,3.0,127.0,,,,,,,,Goed
9762942,Vilvoorde,1800.0,,house,appartement,Vaste prijs,2.0,85.0,1.0,0.0,,3.0,,,,Goed
9763100,Aalst,9300.0,,house,appartement,Vaste prijs,3.0,109.0,1.0,,,7.0,,3.0,,Goed
9763346,SAMBRE,6031.0,99999.0,house,huis,Vaste prijs,3.0,160.0,1.0,0.0,,18.0,90.0,2.0,0.0,Op te frissen
9763419,Leuven,3000.0,,house,appartement,Vaste prijs,2.0,136.0,,0.0,,,,2.0,,
9763420,Leuven,3000.0,,house,appartement,Vaste prijs,1.0,55.0,1.0,0.0,,,,2.0,0.0,Uitstekende staat
9763421,Leuven,3000.0,,house,appartement,Vaste prijs,1.0,55.0,1.0,0.0,,,,2.0,0.0,Uitstekende staat
9763422,Leuven,3000.0,,house,appartement,Vaste prijs,1.0,55.0,1.0,0.0,,,,2.0,0.0,Uitstekende staat
9763423,Leuven,3000.0,,house,appartement,Vaste prijs,1.0,55.0,1.0,0.0,,,,2.0,0.0,Uitstekende staat
9763424,Leuven,3000.0,,house,appartement,Vaste prijs,2.0,82.0,1.0,0.0,,,,2.0,0.0,Uitstekende staat
9763427,Leuven,3000.0,,house,appartement,Vaste prijs,2.0,82.0,1.0,0.0,,,,2.0,0.0,Uitstekende staat
9763428,Leuven,3000.0,,house,appartement,Vaste prijs,2.0,79.0,1.0,0.0,,,,2.0,0.0,Uitstekende staat
9763429,Leuven,3000.0,,house,appartement,Vaste prijs,2.0,82.0,1.0,0.0,,,,2.0,0.0,Uitstekende staat
9763430,Leuven,3000.0,,house,appartement,Vaste prijs,2.0,79.0,1.0,0.0,,,,2.0,0.0,Uitstekende staat
9763431,Leuven,3000.0,,house,appartement,Vaste prijs,2.0,82.0,1.0,0.0,,,,2.0,0.0,Uitstekende staat
9763432,Leuven,3000.0,,house,appartement,Vaste prijs,2.0,79.0,1.0,0.0,,,,2.0,0.0,Uitstekende staat
9763433,Leuven,3000.0,,house,appartement,Vaste prijs,2.0,82.0,1.0,0.0,,,,2.0,0.0,Uitstekende staat
9763671,Waterloo,1410.0,,house,huis,Vaste prijs,4.0,200.0,0.0,0.0,1.0,40.0,300.0,4.0,0.0,Uitstekende staat
9763860,Duffel,2570.0,,house,huis,Vaste prijs,3.0,108.0,1.0,,,13.0,50.0,,,
9764169,Doiceau,1390.0,,house,huis,Vaste prijs,2.0,110.0,,,,,,,,
9764226,Mons,7000.0,,house,huis,Vaste prijs,5.0,285.0,0.0,0.0,,,1500.0,3.0,,Uitstekende staat
9764306,Alsemberg,1652.0,,house,huis,Vaste prijs,2.0,128.0,,0.0,,,,2.0,,Te renoveren
9764436,Boussu,7300.0,,house,huis,Vaste prijs,2.0,131.0,,,,,,2.0,,Op te frissen
9764485,Aalst,9300.0,,house,huis,Vaste prijs,4.0,170.0,1.0,0.0,,,620.0,,,Net gerenoveerd
9764541,Nieuwpoort,8620.0,,house,appartement,Vaste prijs,1.0,45.0,1.0,1.0,,,,,,Goed
9764582,Alsemberg,1652.0,,house,huis,Vaste prijs,3.0,123.0,,0.0,,,,2.0,,
9764588,Gent,9000.0,,house,huis,Vaste prijs,3.0,100.0,,,,,,,,Op te frissen
9764612,Stabroek,2940.0,,house,appartement,Vaste prijs,2.0,85.0,,,,,,,,Goed
9764693,Merelbeke,9820.0,,house,huis,Vaste prijs,3.0,130.0,1.0,,,,,,,Goed
9764694,Merelbeke,9820.0,,house,huis,Vaste prijs,3.0,140.0,,,,,,,,Goed
9764720,Houtem,9520.0,,house,appartement,Vaste prijs,2.0,,,,,,,,,Uitstekende staat
9764721,Houtem,9520.0,,house,huis,Vaste prijs,3.0,193.0,,,,,,,,
9764939,Rixensart,1330.0,,house,huis,Vaste prijs,4.0,165.0,0.0,0.0,1.0,40.0,614.0,3.0,1.0,Goed
9764945,Dilbeek,1701.0,,house,appartement,Vaste prijs,2.0,141.0,,,,,,2.0,,Goed
9764946,Dilbeek,1701.0,,house,appartement,Vaste prijs,2.0,112.0,,,,,,2.0,,Goed
9764948,Dilbeek,1701.0,,house,appartement,Vaste prijs,2.0,124.0,,,,52.0,,2.0,,Goed
9764949,Dilbeek,1701.0,,house,appartement,Vaste prijs,2.0,90.0,,,,38.0,,2.0,,Goed
9764950,Dilbeek,1701.0,,house,appartement,Vaste prijs,2.0,93.0,,,,38.0,,2.0,,Goed
9764951,Dilbeek,1701.0,,house,appartement,Vaste prijs,2.0,110.0,,,,47.0,,2.0,,Goed
9764952,Dilbeek,1701.0,442000.0,house,appartement,Vaste prijs,2.0,124.0,,,,16.0,,2.0,,Goed
9764953,Dilbeek,1701.0,,house,appartement,Vaste prijs,2.0,90.0,,,,14.0,,2.0,,Goed
9764954,Dilbeek,1701.0,,house,appartement,Vaste prijs,2.0,93.0,,,,14.0,,2.0,,Goed
9764955,Dilbeek,1701.0,394000.0,house,appartement,Vaste prijs,2.0,110.0,,,,16.0,,2.0,,Goed
9764956,Dilbeek,1701.0,,house,appartement,Vaste prijs,2.0,120.0,,,,31.0,,2.0,,Goed
9764957,Dilbeek,1701.0,,house,appartement,Vaste prijs,2.0,111.0,,,,22.0,,2.0,,Goed
9765287,Kortrijk,8500.0,,house,huis,Vaste prijs,2.0,199.0,,,,,,4.0,,Goed
9765288,Kortrijk,8500.0,,house,huis,Vaste prijs,2.0,199.0,,,,,,4.0,,Goed
9765296,Pierre,1150.0,,house,huis,Vaste prijs,4.0,185.0,1.0,,,,,2.0,,Te renoveren
9765337,Oppem,1970.0,68000.0,house,appartement,Vaste prijs,1.0,48.0,,1.0,,,,,1.0,
9765338,Oppem,1970.0,99000.0,house,appartement,Vaste prijs,2.0,61.0,1.0,1.0,,,28.0,,1.0,
9765340,Oppem,1970.0,239000.0,house,appartement,Vaste prijs,2.0,85.0,,1.0,,21.0,,,1.0,
9765342,Liège,4000.0,,house,appartement,Vaste prijs,2.0,92.0,1.0,,,12.0,,2.0,,
9765343,Liège,4000.0,,house,appartement,Vaste prijs,1.0,68.0,1.0,,,9.0,,2.0,,
9765344,Liège,4000.0,,house,appartement,Vaste prijs,1.0,62.0,1.0,,,5.0,,,,
9765345,Liège,4000.0,,house,appartement,Vaste prijs,1.0,62.0,1.0,,,5.0,,,,
9765346,Liège,4000.0,,house,appartement,Vaste prijs,1.0,68.0,1.0,,,9.0,,2.0,,
9765347,Liège,4000.0,,house,appartement,Vaste prijs,2.0,81.0,1.0,,,12.0,,2.0,,
9765348,Liège,4000.0,,house,appartement,Vaste prijs,2.0,92.0,1.0,,,12.0,,2.0,,
9765349,Liège,4000.0,,house,appartement,Vaste prijs,1.0,68.0,1.0,,,9.0,,2.0,,
9765350,Liège,4000.0,,house,appartement,Vaste prijs,1.0,62.0,1.0,,,5.0,,,,
9765351,Liège,4000.0,,house,appartement,Vaste prijs,1.0,62.0,1.0,,,5.0,,,,
9765352,Liège,4000.0,,house,appartement,Vaste prijs,1.0,68.0,1.0,,,9.0,,2.0,,
9765353,Liège,4000.0,,house,appartement,Vaste prijs,2.0,81.0,1.0,,,12.0,,2.0,,
9765354,Liège,4000.0,,house,appartement,Vaste prijs,1.0,71.0,1.0,,,8.0,,2.0,,
9765355,Liège,4000.0,,house,appartement,Vaste prijs,3.0,101.0,1.0,,,12.0,,2.0,,
9765356,Liège,4000.0,,house,appartement,Vaste prijs,2.0,90.0,1.0,,,10.0,,2.0,,
9765357,Liège,4000.0,,house,appartement,Vaste prijs,2.0,94.0,1.0,,,10.0,,2.0,,
9765358,Liège,4000.0,,house,appartement,Vaste prijs,2.0,89.0,1.0,,,10.0,,2.0,,
9765359,Liège,4000.0,,house,appartement,Vaste prijs,1.0,68.0,1.0,,,9.0,,,,
9765360,Liège,4000.0,,house,appartement,Vaste prijs,2.0,90.0,1.0,,,10.0,,2.0,,
9765361,Liège,4000.0,,house,appartement,Vaste prijs,3.0,105.0,1.0,,,10.0,,2.0,,
9765362,Liège,4000.0,,house,appartement,Vaste prijs,3.0,101.0,1.0,,,10.0,,2.0,,
9765363,Liège,4000.0,,house,appartement,Vaste prijs,2.0,90.0,1.0,,,10.0,,2.0,,
9765364,Liège,4000.0,239000.0,house,appartement,Vaste prijs,2.0,87.0,1.0,,,13.0,,2.0,,
9765365,Liège,4000.0,,house,appartement,Vaste prijs,2.0,86.0,1.0,,,13.0,,2.0,,
9765366,Liège,4000.0,,house,appartement,Vaste prijs,2.0,89.0,1.0,,,10.0,,2.0,,
9765367,Liège,4000.0,269000.0,house,appartement,Vaste prijs,2.0,95.0,1.0,,,10.0,,2.0,,
9765368,Liège,4000.0,,house,appartement,Vaste prijs,2.0,87.0,1.0,,,9.0,,2.0,,
9765369,Liège,4000.0,,house,appartement,Vaste prijs,1.0,68.0,1.0,,,9.0,,,,
9765370,Liège,4000.0,279000.0,house,appartement,Vaste prijs,2.0,103.0,1.0,,,11.0,,2.0,,
9765371,Liège,4000.0,,house,appartement,Vaste prijs,2.0,87.0,1.0,,,36.0,,2.0,,
9765372,Liège,4000.0,254000.0,house,appartement,Vaste prijs,2.0,86.0,1.0,,,13.0,,2.0,,
9765373,Liège,4000.0,,house,appartement,Vaste prijs,2.0,89.0,1.0,,,10.0,,2.0,,
9765374,Liège,4000.0,,house,appartement,Vaste prijs,2.0,87.0,1.0,,,13.0,,2.0,,
9765375,Liège,4000.0,244000.0,house,appartement,Vaste prijs,2.0,86.0,1.0,,,13.0,,2.0,,
9765376,Liège,4000.0,254000.0,house,appartement,Vaste prijs,2.0,90.0,1.0,,,10.0,,2.0,,
9765377,Liège,4000.0,284000.0,house,appartement,Vaste prijs,2.0,95.0,1.0,,,10.0,,2.0,,
9765378,Liège,4000.0,344000.0,house,appartement,Vaste prijs,3.0,139.0,1.0,,,17.0,,2.0,,
9765379,Liège,4000.0,,house,appartement,Vaste prijs,2.0,102.0,1.0,,,10.0,,2.0,,
9765380,Liège,4000.0,244000.0,house,appartement,Vaste prijs,2.0,87.0,1.0,,,10.0,,2.0,,
9765381,Liège,4000.0,,house,appartement,Vaste prijs,2.0,86.0,1.0,,,13.0,,2.0,,
9765382,Liège,4000.0,,house,appartement,Vaste prijs,2.0,89.0,1.0,,,10.0,,2.0,,
9765384,Liège,4000.0,359000.0,house,appartement,Vaste prijs,3.0,128.0,1.0,,,43.0,,3.0,,
9765385,Liège,4000.0,,house,appartement,Vaste prijs,3.0,139.0,1.0,,,16.0,,2.0,,
9765386,Liège,4000.0,,house,appartement,Vaste prijs,3.0,139.0,1.0,,,38.0,,3.0,,
9765419,Zellik,1731.0,,house,huis,Vaste prijs,4.0,195.0,1.0,,,,,4.0,,Te renoveren
9765511,Ixelles,1050.0,,house,huis,Vaste prijs,3.0,180.0,1.0,0.0,,,,4.0,,Goed
9765535,Nivelles,1400.0,,house,huis,Vaste prijs,3.0,150.0,,0.0,,,,2.0,,Te renoveren
9765600,Oostduinkerke,8670.0,,house,appartement,Vaste prijs,1.0,49.0,0.0,0.0,,9.0,,,,Uitstekende staat
9765616,Alsemberg,1652.0,,house,huis,Vaste prijs,3.0,102.0,,0.0,,,,2.0,,
9765622,Waterloo,1410.0,,house,appartement,Vaste prijs,3.0,117.0,0.0,0.0,,13.0,,4.0,0.0,Uitstekende staat
9766099,Heist,8300.0,,house,huis,Vaste prijs,4.0,409.0,0.0,0.0,,,359.0,3.0,0.0,Uitstekende staat
9766129,Rochefort,5580.0,,house,huis,Vaste prijs,3.0,175.0,1.0,0.0,1.0,,,4.0,0.0,Goed
9766136,Marche,6900.0,,house,huis,Vaste prijs,3.0,281.0,0.0,0.0,1.0,22.0,3559.0,4.0,0.0,Uitstekende staat
9766263,Zwevezele,8750.0,,house,huis,Vaste prijs,4.0,200.0,,0.0,,,,3.0,0.0,Goed
9766565,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,95.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766566,Niklaas,9100.0,,house,appartement,Vaste prijs,1.0,71.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766569,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,76.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766570,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,78.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766571,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,88.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766572,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,82.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766573,Niklaas,9100.0,,house,appartement,Vaste prijs,1.0,57.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766574,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,85.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766575,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,87.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766576,Niklaas,9100.0,,house,appartement,Vaste prijs,1.0,71.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766577,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,82.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766578,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,87.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766579,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,82.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766580,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,88.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766581,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,90.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766582,Niklaas,9100.0,,house,appartement,Vaste prijs,3.0,102.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766583,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,88.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766584,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,75.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766585,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,88.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766586,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,75.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766587,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,74.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766588,Niklaas,9100.0,,house,appartement,Vaste prijs,3.0,102.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766589,Niklaas,9100.0,,house,appartement,Vaste prijs,1.0,57.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766590,Niklaas,9100.0,,house,appartement,Vaste prijs,3.0,122.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766591,Niklaas,9100.0,,house,appartement,Vaste prijs,1.0,65.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766592,Niklaas,9100.0,,house,appartement,Vaste prijs,1.0,57.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766593,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,93.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766594,Niklaas,9100.0,,house,appartement,Vaste prijs,3.0,71.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766595,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,82.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766596,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,82.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766597,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,82.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766598,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,93.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766599,Niklaas,9100.0,,house,appartement,Vaste prijs,2.0,93.0,,0.0,,,,2.0,0.0,Uitstekende staat
9766614,Gent,9000.0,,house,appartement,Vaste prijs,2.0,104.0,1.0,,,,,2.0,,Goed
9766725,Knokke,8300.0,,house,appartement,Vaste prijs,3.0,116.0,,,,14.0,,2.0,,Goed
9766782,Boussu,7300.0,,house,huis,Vaste prijs,3.0,176.0,,,,,,3.0,,Op te frissen
9766828,Rocourt,4000.0,,house,huis,Vaste prijs,2.0,105.0,0.0,,,11.0,,,,Goed
9766903,Oostkamp,8020.0,,house,appartement,Vaste prijs,3.0,122.0,,,,5.0,,2.0,,Uitstekende staat
9767144,Ninove,9400.0,,house,appartement,Vaste prijs,2.0,100.0,1.0,0.0,,,,4.0,,Goed
9767200,Oudenburg,8460.0,,house,huis,Vaste prijs,3.0,176.0,1.0,0.0,,,,3.0,,Goed
9767256,Westkapelle,8300.0,,house,huis,Vaste prijs,3.0,95.0,1.0,0.0,,,,3.0,,Net gerenoveerd
9767518,sambre,6031.0,,house,huis,Vaste prijs,3.0,175.0,0.0,,,,,2.0,,Net gerenoveerd
9767779,Aalst,9300.0,,house,huis,Vaste prijs,4.0,150.0,0.0,,,14.0,20.0,,,Uitstekende staat
9768167,Leuven,3000.0,,house,appartement,Vaste prijs,1.0,17.0,,1.0,,,,3.0,,Goed
9768243,SAMBRE,6031.0,89999.0,house,huis,Vaste prijs,2.0,125.0,0.0,0.0,,20.0,,3.0,0.0,Goed
9768271,Haccourt,4684.0,,house,huis,Vaste prijs,4.0,200.0,1.0,,,,2590.0,4.0,,Goed
9768301,Tournai,7500.0,,house,appartement,Vaste prijs,2.0,81.0,1.0,0.0,,6.0,,2.0,,Goed
9768302,Tournai,7500.0,,house,appartement,Vaste prijs,2.0,81.0,1.0,0.0,,6.0,,2.0,,Goed
9768303,Tournai,7500.0,,house,appartement,Vaste prijs,2.0,87.0,1.0,0.0,,9.0,,2.0,,Goed
9768304,Tournai,7500.0,,house,appartement,Vaste prijs,2.0,87.0,1.0,0.0,,9.0,,2.0,,Goed
9768305,Tournai,7500.0,,house,appartement,Vaste prijs,1.0,54.0,1.0,0.0,,6.0,,2.0,,Goed
9768306,Tournai,7500.0,,house,appartement,Vaste prijs,2.0,80.0,1.0,0.0,,6.0,,2.0,,Goed
9768307,Tournai,7500.0,276000.0,house,appartement,Vaste prijs,3.0,112.0,1.0,0.0,,9.0,,2.0,,Goed
9768308,Tournai,7500.0,,house,appartement,Vaste prijs,2.0,86.0,1.0,0.0,,9.0,,2.0,,Goed
9768309,Tournai,7500.0,,house,appartement,Vaste prijs,3.0,87.0,1.0,0.0,,23.0,,2.0,,Goed
9768310,Tournai,7500.0,,house,appartement,Vaste prijs,3.0,103.0,1.0,0.0,,9.0,,2.0,,Goed
9768311,Tournai,7500.0,,house,appartement,Vaste prijs,2.0,86.0,1.0,0.0,,9.0,,2.0,,Goed
9768450,Zellik,1731.0,,house,appartement,Vaste prijs,2.0,74.0,0.0,0.0,,,,2.0,,Goed
9768727,Waregem,8790.0,,house,huis,Vaste prijs,3.0,130.0,,0.0,,,,2.0,,Te renoveren
9768766,Uccle,1180.0,,house,appartement,Vaste prijs,2.0,180.0,1.0,0.0,,,,2.0,,Goed
9768927,Ixelles,1050.0,,house,appartement,Vaste prijs,2.0,90.0,0.0,,,6.0,,2.0,,Net gerenoveerd
9768976,Schaerbeek,1030.0,,house,appartement,Vaste prijs,3.0,115.0,0.0,0.0,,,,3.0,0.0,Goed
9769050,Zelzate,9060.0,,house,huis,Vaste prijs,2.0,,1.0,0.0,,,,2.0,,Op te frissen
9769284,Boussu,7300.0,,house,appartement,Vaste prijs,2.0,69.0,1.0,,,,,3.0,,
9769312,Alsemberg,1652.0,,house,huis,Vaste prijs,3.0,127.0,,0.0,,,,3.0,,
9769365,Mons,7000.0,,house,huis,Vaste prijs,1.0,53.0,,,,,,4.0,,Uitstekende staat
9769436,Rumst,2840.0,704500.0,house,huis,Vaste prijs,3.0,,,,,,,,,
9769437,Rumst,2840.0,690100.0,house,huis,Vaste prijs,3.0,,,,,,,,,
9769438,Rumst,2840.0,,house,huis,Vaste prijs,3.0,,,,,,,,,
9769439,Rumst,2840.0,,house,huis,Vaste prijs,3.0,,,,,,,,,
9769440,Rumst,2840.0,,house,huis,Vaste prijs,3.0,,,,,,,,,
9769441,Rumst,2840.0,,house,huis,Vaste prijs,3.0,,,,,,,,,
9769442,Rumst,2840.0,,house,huis,Vaste prijs,3.0,,,,,,,,,
9769444,Rumst,2840.0,,house,huis,Vaste prijs,3.0,,,,,,,,,
9769445,Rumst,2840.0,,house,huis,Vaste prijs,3.0,,,,,,,,,
9769446,Rumst,2840.0,,house,huis,Vaste prijs,3.0,,,,,,,,,
9769447,Rumst,2840.0,,house,huis,Vaste prijs,3.0,,,,,,,,,
9769448,Rumst,2840.0,,house,huis,Vaste prijs,3.0,,,,,,,,,
9769450,Rumst,2840.0,,house,huis,Vaste prijs,3.0,,,,,,,,,
9769451,Rumst,2840.0,,house,huis,Vaste prijs,3.0,,,,,,,,,
9769452,Rumst,2840.0,,house,huis,Vaste prijs,3.0,,,,,,,,,
9769453,Rumst,2840.0,,house,huis,Vaste prijs,3.0,,,,,,,,,
9769567,Brussel,1050.0,,house,appartement,Vaste prijs,3.0,102.0,1.0,0.0,,,,2.0,,Goed
9769576,Zele,9240.0,549000.0,house,huis,Vaste prijs,15.0,600.0,1.0,1.0,,,,4.0,1.0,Goed
9769913,Brugge,8000.0,,house,huis,Vaste prijs,5.0,,,,,,,,,Uitstekende staat
9770185,Merelbeke,9820.0,,house,huis,Vaste prijs,3.0,145.0,,,,,,,,Op te frissen
9770186,De Panne,8660.0,175000.0,house,appartement,Vaste prijs,2.0,62.0,,,,,,,,
9770427,Aalst,9300.0,,house,huis,Vaste prijs,2.0,110.0,0.0,,,10.0,45.0,3.0,,Uitstekende staat
9770493,Zellik,1731.0,,house,appartement,Vaste prijs,2.0,110.0,1.0,0.0,,5.0,,2.0,,Goed
9770813,Ninove,9400.0,,house,huis,Vaste prijs,3.0,218.0,0.0,0.0,,20.0,350.0,2.0,,Goed
9770820,Schoten,1165.0,299000.0,house,appartement,Vaste prijs,2.0,75.0,1.0,1.0,,,,,,Uitstekende staat
9771304,Veurne,8630.0,,house,huis,Vaste prijs,2.0,150.0,,0.0,,,,2.0,0.0,Te renoveren
9771307,Schoten,2900.0,419000.0,house,appartement,Vaste prijs,3.0,121.0,1.0,,,8.0,,2.0,,
9771512,Veurne,8630.0,,house,appartement,Vaste prijs,2.0,89.0,,0.0,,,,3.0,,Goed
9771961,Londerzeel,1840.0,,house,appartement,Vaste prijs,2.0,90.0,1.0,,,32.0,,3.0,,Goed
9772217,Zwijndrecht,2070.0,,house,huis,Vaste prijs,3.0,,,,,,,,,
9772287,Izegem,8870.0,,house,huis,Vaste prijs,3.0,195.0,1.0,,,,,,,
9772429,Aalst,9300.0,,house,huis,Vaste prijs,3.0,230.0,,,,25.0,,2.0,,Op te frissen
9772430,Aalst,9300.0,,house,huis,Vaste prijs,2.0,140.0,1.0,,,24.0,,2.0,,Goed
9772431,Aalst,9300.0,,house,huis,Vaste prijs,2.0,140.0,0.0,,,30.0,25.0,2.0,,Goed
9772576,Libramont,6800.0,,house,huis,Vaste prijs,5.0,256.0,1.0,0.0,,90.0,950.0,3.0,0.0,
9772588,Dour,7370.0,,house,huis,Vaste prijs,2.0,135.0,,,,9.0,842.0,4.0,,Goed
9772712,SAMBRE,6031.0,189999.0,house,huis,Vaste prijs,3.0,143.0,1.0,0.0,,30.0,490.0,3.0,0.0,Goed
9772753,Alsemberg,1652.0,,house,huis,Vaste prijs,2.0,100.0,,0.0,,,,4.0,,
9772799,Namur,5000.0,,house,huis,Vaste prijs,4.0,300.0,,0.0,,,,2.0,,Goed
9772827,Zelzate,9060.0,,house,huis,Vaste prijs,3.0,,1.0,,,,,2.0,,Net gerenoveerd
9772955,Alsemberg,1652.0,125000.0,house,appartement,Vaste prijs,1.0,40.0,1.0,,,,,1.0,,
9772994,Duffel,2570.0,,house,huis,Vaste prijs,2.0,150.0,,,,,120.0,2.0,,Op te frissen
9773050,Hoeselt,3730.0,,house,appartement,Vaste prijs,3.0,128.0,1.0,0.0,1.0,,,2.0,0.0,Goed
9773053,Halle,1500.0,,house,appartement,Vaste prijs,1.0,72.0,1.0,0.0,,,,2.0,0.0,
9773068,Torhout,8820.0,,house,huis,Vaste prijs,3.0,145.0,,,,,364.0,3.0,,Uitstekende staat
9773074,Koekelare,8680.0,,house,huis,Vaste prijs,2.0,,,0.0,,,,,0.0,
9773099,Corbais,1435.0,,house,huis,Vaste prijs,2.0,301.0,1.0,,,,,,,
9773167,Brugge,8000.0,,house,appartement,Vaste prijs,4.0,152.0,1.0,0.0,,,,2.0,0.0,
9773207,Waremme,4300.0,,house,huis,Vaste prijs,4.0,222.0,1.0,,,1.0,,4.0,,Goed
9773208,Waremme,4300.0,,house,appartement,Vaste prijs,2.0,85.0,0.0,,,2.0,,3.0,,Goed
9773209,Waremme,4300.0,,house,appartement,Vaste prijs,2.0,87.0,0.0,,,,,2.0,,Te renoveren
9773211,Waremme,4300.0,,house,huis,Vaste prijs,4.0,222.0,1.0,,,1.0,,4.0,,Goed
9773247,Pierre,1150.0,,house,huis,Vaste prijs,11.0,410.0,1.0,,,20.0,,2.0,,Te renoveren
9773248,Pierre,1150.0,,house,huis,Vaste prijs,4.0,162.0,1.0,,,20.0,40.0,4.0,,Uitstekende staat
9773249,Pierre,1150.0,,house,appartement,Vaste prijs,4.0,162.0,1.0,,,20.0,40.0,4.0,,Uitstekende staat
9773250,Pierre,1150.0,,house,appartement,Vaste prijs,4.0,162.0,1.0,,,20.0,40.0,4.0,,Uitstekende staat
9773300,Boussu,7300.0,,house,huis,Vaste prijs,2.0,155.0,,,,,,3.0,,Op te frissen
9773301,Boussu,7300.0,,house,huis,Vaste prijs,1.0,106.0,,,,,,4.0,,Te renoveren
9773303,Boussu,7300.0,190029.0,house,appartement,Vaste prijs,2.0,114.0,,,,,,2.0,,
9773304,Boussu,7300.0,,house,appartement,Vaste prijs,2.0,96.0,,,,,,2.0,,
9773457,Rumst,2840.0,,house,huis,Vaste prijs,3.0,,,,,,,,,
9773510,Assebroek,8310.0,,house,huis,Vaste prijs,2.0,114.0,0.0,0.0,1.0,,,2.0,,Uitstekende staat
9773650,Uccle,1180.0,,house,appartement,Vaste prijs,3.0,160.0,1.0,0.0,1.0,,90.0,3.0,,Op te frissen
9773711,Pierre,1150.0,,house,huis,Vaste prijs,5.0,410.0,1.0,,,20.0,,2.0,,Te renoveren
9773782,Boussu,7300.0,,house,appartement,Vaste prijs,2.0,89.0,,,,5.0,,2.0,,Op te frissen
9773794,Brugge,8000.0,,house,appartement,Vaste prijs,2.0,94.0,1.0,,,27.0,,,,Goed
9773795,Brugge,8000.0,,house,appartement,Vaste prijs,2.0,105.0,1.0,,,24.0,,,,Goed
9773796,Brugge,8000.0,,house,appartement,Vaste prijs,1.0,106.0,1.0,,,,,,0.0,
